"STATIONID","CRUISEID","CRUISE_NO","Year","Month","Day","Subregion_Depth","Subregion_alongshore","VESSEL","AggGrp_20130430","Habitat","SumofUse_Count","SumofUse_Tot_WWT_kg","Count_Use_Count","Season","VolumeFiltered_Demersal_m3","VolumeFiltered_Pelagic_m3","AreaFiltered_Demersal_m2","AreaFiltered_Pelagic_m2","Pop_Den_Demersal_no_m2","Pop_Den_Pelagic_no_m2","Biomass_Den_Demersal_kg_m2","Biomass_Den_Pelagic_kg_m2","Use_Pop_Den_no_m2","Use_Biomass_Den_kg_m2","DECSLAT","DECSLON","DECELAT","DECELON","Use_Depth_m"
204666,942,290,2010,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.473,-90.325,28.461,-90.306,50.5
204667,942,290,2010,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.533,-90.455,28.519,-90.436,39.7
204669,942,290,2010,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.476,-90.563,28.461,-90.545,40.2
204670,942,290,2010,6,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.633,-90.904,28.623,-90.882,19
204671,942,290,2010,6,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.617,-90.871,28.604,-90.852,19.8
204672,942,290,2010,6,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.728,-90.735,28.711,-90.719,18.7
204673,942,290,2010,6,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.894,-90.545,28.889,-90.521,17.4
204674,942,290,2010,6,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.869,-90.622,28.857,-90.602,34.2
204675,942,290,2010,6,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.845,-90.758,28.83,-90.742,18.7
204676,942,290,2010,6,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.774,-90.874,28.756,-90.86,18.5
204677,942,290,2010,7,2,"1_inshore","1_Tex",4,"large jellyfish","pelagic",8,2.736,1,"Summer",166434.771628244,1335.33919210233,10337.5634551705,82.9403224908279,0.000773876749070759,0.0964548938290503,0.0002646658481822,0.0329875736895352,0.0964548938290503,0.0329875736895352,29.187,-94.759,29.165,-94.755,16.1
204678,942,290,2010,7,2,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.153,-94.754,29.132,-94.748,17.7
204679,942,290,2010,7,2,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.144,-94.872,29.123,-94.863,14.8
204680,942,290,2010,7,3,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.085,-94.781,29.063,-94.78,19.2
204681,942,290,2010,7,3,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.027,-94.72,29.006,-94.715,19
204683,942,290,2010,7,3,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.963,-95.01,28.94,-95.01,20.1
204684,942,290,2010,7,3,"2_shelf","1_Tex",4,"large jellyfish","pelagic",28,9.576,1,"Summer",169720.088997354,1840.66078653719,7930.84528025017,86.0121862867845,0.00353051900655875,0.325535266673045,0.00120743750024309,0.111333061202181,0.325535266673045,0.111333061202181,28.822,-94.897,28.8,-94.89,21.4
204685,942,290,2010,7,3,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.783,-94.884,28.762,-94.873,24.1
204686,942,290,2010,7,3,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.666,-95.179,28.647,-95.167,26
204687,942,290,2010,7,3,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.633,-95.158,28.614,-95.145,28.5
204688,942,290,2010,7,3,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.45,-95.526,28.428,-95.524,29.4
204689,942,290,2010,7,3,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.555,-95.607,28.537,-95.594,21.6
204690,942,290,2010,7,3,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.467,-95.752,28.448,-95.738,24.1
204691,942,290,2010,7,4,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.421,-95.863,28.404,-95.851,23.6
204692,942,290,2010,7,4,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.393,-95.844,28.375,-95.835,25.1
204693,942,290,2010,7,4,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.463,-95.988,28.443,-95.977,18.8
204694,942,290,2010,7,4,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.359,-96.021,28.337,-96.02,23.6
204695,942,290,2010,7,4,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.109,-96.11,28.09,-96.098,34.2
204696,942,290,2010,7,4,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.282,-96.331,28.261,-96.32,21.2
204697,942,290,2010,7,4,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.935,-96.296,27.913,-96.294,44.6
204698,942,290,2010,7,4,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.949,-96.395,27.93,-96.379,38.2
204700,942,290,2010,7,4,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.872,-96.466,27.85,-96.458,41.3
204701,942,290,2010,7,4,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.659,-96.513,27.639,-96.502,58.9
204702,942,290,2010,7,5,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.463,-96.47,27.45,-96.452,87.4
204712,942,290,2010,7,5,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.614,-97.063,26.598,-97.046,33.8
204713,942,290,2010,7,6,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.455,-97.171,26.44,-97.153,18.5
204715,942,290,2010,7,6,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.471,-97.025,26.461,-97.009,33.5
204716,942,290,2010,7,6,"2_shelf","1_Tex",4,"large jellyfish","pelagic",8,2.736,1,"Summer",180782.576762893,3019.02773866614,4966.5543066729,82.9403224908279,0.00161077469529558,0.0964548938290503,0.00055088494579109,0.0329875736895352,0.0964548938290503,0.0329875736895352,26.323,-96.948,26.308,-96.931,36.4
204717,942,290,2010,7,6,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.3,-96.918,26.288,-96.896,38.7
204718,942,290,2010,7,6,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.123,-96.873,26.113,-96.851,39.1
204719,942,290,2010,7,6,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.021,-97.023,26.006,-97.005,27.2
204720,942,290,2010,7,6,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.035,-96.938,26.022,-96.92,32
204721,942,290,2010,7,6,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.031,-96.466,26.031,-96.439,73.3
204722,942,290,2010,7,6,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.121,-96.477,26.126,-96.452,66.8
204723,942,290,2010,7,6,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.164,-96.368,26.187,-96.369,95.1
204724,942,290,2010,7,6,"2_shelf","1_Tex",4,"large jellyfish","pelagic",7,2.394,1,"Summer",146582.80655522,7539.27531441626,1612.57212932035,82.9403224908279,0.0043408910973491,0.084398032100419,0.00148458475529339,0.0288641269783433,0.084398032100419,0.0288641269783433,26.211,-96.37,26.234,-96.373,90.9
204725,942,290,2010,7,7,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.245,-96.569,26.264,-96.581,54.3
204726,942,290,2010,7,7,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.311,-96.672,26.33,-96.683,47.3
204728,942,290,2010,7,7,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.589,-96.683,26.598,-96.66,69.3
204729,942,290,2010,7,7,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.604,-96.639,26.614,-96.616,80.4
204730,942,290,2010,7,7,"2_shelf","1_Tex",4,"large jellyfish","pelagic",3,1.026,1,"Summer",133795.406120304,7580.74547566167,1463.84470591142,82.9403224908279,0.00204939771813578,0.0361705851858939,0.000700894019602436,0.0123703401335757,0.0361705851858939,0.0123703401335757,26.631,-96.565,26.65,-96.58,91.4
204731,942,290,2010,7,7,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.672,-96.597,26.689,-96.614,89.8
204732,942,290,2010,7,7,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,26.861,-96.832,26.867,-96.81,64
204734,942,290,2010,7,7,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.118,-96.585,27.126,-96.562,98.6
204735,942,290,2010,7,7,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.14,-96.542,27.161,-96.535,101.7
204736,942,290,2010,7,7,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.316,-96.682,27.325,-96.66,69.7
204737,942,290,2010,7,7,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.33,-96.643,27.339,-96.622,74.4
204738,942,290,2010,7,9,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.006,-95.81,27.992,-95.793,49.4
204740,942,290,2010,7,9,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.765,-95.964,27.746,-95.95,79.6
204741,942,290,2010,7,9,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.82,-96.132,27.798,-96.127,68.2
204742,942,290,2010,7,9,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.677,-96.123,27.66,-96.106,99.9
204743,942,290,2010,7,10,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.374,-96.446,27.354,-96.446,98.9
204744,942,290,2010,7,10,"2_shelf","1_Tex",4,"large jellyfish","pelagic",2,0.684,1,"Summer",173662.931484484,5599.39332726967,2667.63335613647,86.0121862867845,0.000749728217110238,0.0232525190480746,0.000256407050251701,0.00795236151444153,0.0232525190480746,0.00795236151444153,27.797,-95.943,27.775,-95.934,65.1
204745,942,290,2010,7,10,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.751,-95.608,27.773,-95.611,106.7
204746,942,290,2010,7,10,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.803,-95.623,27.824,-95.629,72.2
204747,942,290,2010,7,10,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.971,-95.736,27.983,-95.756,52.9
204748,942,290,2010,7,10,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.912,-95.569,27.918,-95.545,61.1
204749,942,290,2010,7,10,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.914,-95.553,27.921,-95.529,62.2
204750,942,290,2010,7,10,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.931,-95.453,27.934,-95.428,66
204751,942,290,2010,7,10,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.937,-95.399,27.945,-95.376,68
204752,942,290,2010,7,10,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.942,-95.4,27.947,-95.425,67.6
204754,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.116,-95.585,28.125,-95.606,45.5
204755,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.22,-95.651,28.241,-95.653,36.4
204756,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.189,-95.4,28.212,-95.403,45.5
204757,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.226,-95.389,28.224,-95.363,41.9
204758,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.228,-95.345,28.247,-95.331,41.9
204759,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.297,-95.307,28.312,-95.326,38.2
204760,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.343,-95.385,28.336,-95.361,35.3
204761,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.334,-95.335,28.335,-95.309,35.5
204762,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.429,-95.332,28.435,-95.308,32.9
204764,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.5,-94.99,28.488,-94.969,34.9
204765,942,290,2010,7,11,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.306,-94.969,28.283,-94.964,44.8
204766,942,290,2010,7,12,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.267,-94.962,28.247,-94.961,48.6
204767,942,290,2010,7,12,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.317,-95.155,28.297,-95.149,40.2
204768,942,290,2010,7,12,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.073,-95.256,28.051,-95.26,57.4
204769,942,290,2010,7,12,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.036,-95.266,28.016,-95.278,61.5
204770,942,290,2010,7,12,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.097,-95.216,28.076,-95.22,56.1
204771,942,290,2010,7,12,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.066,-95.114,28.044,-95.12,63.5
204773,942,290,2010,7,12,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.019,-94.687,28,-94.698,77
204774,942,290,2010,7,12,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.141,-94.613,28.119,-94.619,56.9
204775,942,290,2010,7,12,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.037,-94.516,28.017,-94.528,62.5
204776,942,290,2010,7,13,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.104,-94.163,28.082,-94.161,65.8
204777,942,290,2010,7,13,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.274,-94.234,28.254,-94.242,50.7
204778,942,290,2010,7,13,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.238,-94.251,28.216,-94.26,53.4
204779,942,290,2010,7,13,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.484,-94.155,28.464,-94.164,42.1
204780,942,290,2010,7,13,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.435,-94.605,28.413,-94.611,40.8
204781,942,290,2010,7,13,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.398,-94.624,28.38,-94.638,43.2
204783,942,290,2010,7,13,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.67,-94.567,28.652,-94.581,29.8
204784,942,290,2010,7,13,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.687,-94.955,28.672,-94.937,27.6
204785,942,290,2010,7,13,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.694,-94.923,28.673,-94.933,28
204786,942,290,2010,7,14,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.814,-94.727,28.794,-94.72,22.1
204787,942,290,2010,7,14,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.894,-94.592,28.873,-94.598,20.9
204788,942,290,2010,7,14,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.861,-94.604,28.841,-94.612,20.3
204789,942,290,2010,7,14,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.786,-94.603,28.763,-94.607,44.4
204790,942,290,2010,7,14,"2_shelf","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.787,-94.512,28.767,-94.526,24.9
204791,942,290,2010,7,14,"2_shelf","1_Tex",4,"large jellyfish","pelagic",8,2.736,1,"Summer",149390.156607765,2347.21112649043,5278.80412041572,82.9403224908279,0.00151549476311502,0.0964548938290503,0.000518299208985336,0.0329875736895352,0.0964548938290503,0.0329875736895352,28.786,-94.327,28.766,-94.339,28.3
204792,942,290,2010,7,14,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.016,-94.307,28.995,-94.317,18.7
204793,942,290,2010,7,14,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.985,-94.327,28.968,-94.341,16.1
204795,942,290,2010,7,14,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.094,-94.348,29.076,-94.334,17.1
204796,942,290,2010,7,14,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.37,-94.444,29.369,-94.419,14.4
204797,942,290,2010,7,14,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.345,-94.304,29.352,-94.28,15.7
204798,942,290,2010,7,14,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.377,-94.144,29.399,-94.138,14.3
204799,942,290,2010,7,15,"1_inshore","1_Tex",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.546,-94.178,29.526,-94.176,12.7
204801,942,290,2010,7,15,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.215,-93.862,29.193,-93.86,16.8
204802,942,290,2010,7,15,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.017,-93.897,29.033,-93.916,20.7
204803,942,290,2010,7,15,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.035,-93.994,29.035,-93.969,20.8
204804,942,290,2010,7,15,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.633,-93.899,28.612,-93.897,33.6
204806,942,290,2010,7,15,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.54,-93.857,28.557,-93.841,39.3
204811,942,290,2010,7,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.437,-91.229,28.415,-91.232,50.5
204812,942,290,2010,7,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.516,-91.228,28.494,-91.219,39
204813,942,290,2010,7,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.652,-91.143,28.629,-91.149,22.7
204814,942,290,2010,7,27,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.825,-91.369,28.803,-91.362,16.6
204815,942,290,2010,7,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.923,-91.527,28.902,-91.52,16.8
204816,942,290,2010,7,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.86,-91.603,28.843,-91.59,21
204817,942,290,2010,7,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.932,-91.859,28.909,-91.857,22.5
204818,942,290,2010,7,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.073,-91.925,29.051,-91.918,15.5
204819,942,290,2010,7,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.08,-92.271,29.059,-92.264,20.3
204820,942,290,2010,7,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.281,-92.596,29.26,-92.597,17
204821,942,290,2010,7,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.343,-92.643,29.322,-92.634,16.3
204822,942,290,2010,7,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.298,-92.634,29.277,-92.629,17.8
204823,942,290,2010,7,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.267,-92.632,29.245,-92.642,18.7
204824,942,290,2010,7,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.206,-92.731,29.185,-92.724,19.9
204825,942,290,2010,7,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.589,-92.934,29.568,-92.943,12.1
204826,942,290,2010,7,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.558,-92.947,29.535,-92.95,13.2
204827,942,290,2010,7,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.613,-93.236,29.592,-93.225,21.8
204828,942,290,2010,7,29,"2_shelf","2_Lou",4,"large jellyfish","pelagic",10,3.42,1,"Summer",152661.885597115,1924.21548178721,6580.25368953083,82.9403224908279,0.00151969824748702,0.120568617286313,0.000519736800640561,0.041234467111919,0.120568617286313,0.041234467111919,29.611,-93.587,29.59,-93.595,23.2
204829,942,290,2010,7,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.21,-93.379,29.188,-93.373,17.9
204830,942,290,2010,7,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.165,-93.368,29.143,-93.364,20.8
204831,942,290,2010,7,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.216,-93.484,29.198,-93.5,18.1
204832,942,290,2010,7,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.189,-93.505,29.167,-93.512,19.9
204833,942,290,2010,7,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.117,-93.538,29.096,-93.531,21.2
